transactionID,customerID,currency,Customer Contract End Date,latlng,text
377,864,$41.18 ,8/7/2023,"51.4161460224, -124.692612096",tv
378,861,$95.96 ,4/11/2024,"-60.2912786432, 77.5314929664",tv
379,858,$92.67 ,11/22/2024,"-70.1375448064, 0.536234496",
380,855,$59.20 ,4/23/2024,"64.7681647616, -175.457952768",switch
381,852,$85.82 ,8/5/2023,"62.7932387328, -165.2533087232",wifi
382,849,$2.16 ,12/18/2024,"-57.9927493632, 172.628296704",hub
383,846,$85.42 ,7/22/2024,"51.1909487616, -55.7088196608",
384,843,$59.17 ,2/1/2025,"-45.8824536064, 51.1444370432",tv
385,840,$1.30 ,4/26/2024,"-87.231998976, 9.8527602688",wifi
386,837,$96.87 ,11/25/2023,"36.5217779712, 107.9093443584",switch
387,834,$10.54 ,6/19/2023,"-15.2399665152, 108.9451254784",switch
388,831,$74.64 ,11/3/2024,"80.6322956288, -89.8623491072",tv
389,828,$12.45 ,10/12/2023,"-31.8948796416, 165.0540406784",cell
390,825,$71.96 ,10/2/2024,"63.1842075648, 139.5644250112",hub
391,822,$4.00 ,4/7/2024,"-27.7541173248, -72.7317680128",tv
392,819,$16.57 ,1/31/2024,"-64.8226358272, -135.9375525888",hub
393,816,$4.13 ,9/21/2023,"-82.0404434944, -84.5330853888",switch
394,813,$68.22 ,8/13/2023,"85.381680128, 102.4716473344",
395,810,$1.55 ,9/18/2024,"44.1349889024, 158.2276092928",wifi
396,807,$78.39 ,8/6/2023,"23.2532916224, 152.0597394432",tv
397,804,$33.56 ,12/24/2023,"-11.0252901376, -126.2554094592",cell
398,801,$24.11 ,6/3/2025,"36.6548727808, -61.8723489792",
399,798,$46.67 ,12/25/2024,"-63.459096064, -101.4913869824",switch
400,795,$70.67 ,10/9/2024,"62.2809961472, 114.1763267584",
401,792,$83.66 ,12/15/2023,"-89.4831053824, -51.4952569856",tv
402,789,$6.48 ,2/13/2024,"42.1536800768, -68.5418692608",tv
403,786,$83.79 ,4/18/2024,"-45.3515025408, 111.7686688768",tv
404,783,$14.12 ,6/4/2025,"52.1401097216, 72.8674098176",tv
405,780,$94.94 ,10/14/2023,"66.6243693568, 27.9990003712",tv
406,777,$92.62 ,10/26/2023,"-57.646993408, 97.6368915456",cell
407,774,$0.54 ,4/24/2025,"58.1115652096, 129.8090370048",switch
408,771,$33.37 ,5/28/2024,"-48.9697507328, -52.9810637824",hub
409,768,$39.89 ,12/13/2024,"-40.0182977536, 88.8629423104",cell
410,765,$92.63 ,8/22/2023,"-27.2109111296, -166.0870627328",cell
411,762,$5.95 ,8/7/2024,"-25.409895424, 145.3097980928",
412,759,$46.64 ,7/31/2023,"53.4972476416, -178.2528662528",tv
413,756,$20.39 ,5/17/2024,"71.4802942976, 95.572134912",switch
414,753,$91.59 ,11/14/2024,"14.1720778752, 46.5168412672",tv
415,750,$23.40 ,11/5/2024,"18.6709574656, 5.100562432",wifi
416,747,$61.29 ,7/15/2023,"33.3256039424, 145.8221252608",hub
417,744,$47.10 ,6/21/2024,"71.2558017536, -169.5094945792",hub
418,741,$39.69 ,6/22/2024,"-89.0218115072, 132.6068192256",hub
419,738,$52.05 ,9/26/2024,"-87.4457889792, 171.7872543744",tv
420,735,$65.35 ,3/30/2024,"-66.6686043136, -24.3056326656",tv
421,732,$99.84 ,6/4/2024,"-87.2188003328, -1.5169253376",cell
422,729,$32.29 ,9/14/2023,"-38.390453248, -42.406310912",tv
423,726,$83.15 ,1/14/2024,"-71.0857444352, 21.1506108416",tv
424,723,$14.18 ,4/21/2024,"31.7963266048, 98.5702325248",tv
425,720,$45.17 ,11/28/2023,"64.4290357248, -162.335569408",tv
426,717,$66.44 ,3/12/2024,"39.7747014656, -175.4865196032",switch
427,714,$51.66 ,10/2/2023,"-26.0845925376, -92.1536033792",hub
428,711,$40.76 ,6/10/2023,"-59.1186910208, 176.3337811968",switch
429,708,$84.70 ,7/20/2023,"-64.1315972096, 125.7954313216",switch
430,705,$30.66 ,12/13/2024,"33.2566306816, 11.156957184",tv
431,702,$98.67 ,8/23/2024,"-20.230565888, -90.494219264",switch
432,699,$51.53 ,9/29/2024,"-68.7447968768, 77.4598611968",tv
433,696,$1.75 ,8/25/2024,"47.3648589824, 138.5733284864",switch
434,693,$56.42 ,11/8/2024,"-19.6843184128, 34.4012884992",cell
435,690,$52.41 ,5/11/2024,"-14.0117619712, 120.7909925888",
436,687,$50.61 ,7/9/2023,"81.8345039872, -54.6412981248",cell
437,684,$62.31 ,3/23/2024,"-21.2454171648, 111.9619688448",wifi
438,681,$83.32 ,7/4/2024,"86.1294722048, 140.9339398144",switch
439,678,$6.34 ,8/24/2023,"-84.0157323264, 98.8261056512",hub
440,675,$52.90 ,6/23/2023,"-67.8769079296, 34.8897567744",cell
441,672,$87.21 ,10/15/2023,"62.6045043712, -113.995409408",switch
442,669,$69.19 ,3/23/2024,"-57.750044672, 138.8968799232",hub
443,666,$16.91 ,7/24/2023,"33.9189469184, 158.9393651712",switch
444,663,$69.21 ,6/12/2024,"38.179420672, -92.305306112",tv
445,660,$98.82 ,5/6/2024,"39.729248768, 167.3375031296",
446,657,$95.46 ,7/11/2023,"-68.5592941568, -92.8354239488",cell
447,654,$69.97 ,9/19/2024,"60.3015725056, -29.5126885376",tv
448,651,$96.76 ,5/29/2024,"-43.980996608, -21.1769906176",tv
449,648,$84.15 ,10/26/2023,"24.3195682816, 0.7507357696",tv
450,645,$17.05 ,4/9/2024,"55.3343351808, 141.8903017472",cell
451,642,$4.34 ,7/29/2024,"52.7362607104, -97.1227419648",switch
452,639,$53.23 ,11/8/2024,"-31.2824613888, 171.706248192",hub
453,636,$20.58 ,9/14/2023,"-70.3648417792, 115.7976666112",wifi
454,633,$66.88 ,7/11/2023,"-62.5543513088, -172.774989824",wifi
455,630,$92.79 ,10/6/2023,"28.6955496448, -85.9826115584",wifi
456,627,$65.15 ,11/27/2024,"34.5147590656, 70.0415864832",
457,624,$24.52 ,3/14/2024,"-54.3711834112, -15.188085248",
458,621,$4.64 ,8/22/2023,"-75.3307558912, -157.955399168",
459,618,$36.74 ,5/31/2024,"17.5380745216, 60.9274392576",wifi
460,615,$91.90 ,7/23/2024,"16.0497946624, -145.6577618944",tv
461,612,$94.46 ,10/1/2024,"74.9790585856, 28.25217536",switch
462,609,$5.46 ,8/2/2023,"-46.1446755328, -45.8412283904",wifi
463,606,$66.00 ,11/3/2024,"2.4968122368, -167.6140811264",hub
464,603,$74.38 ,3/22/2024,"61.3682847744, 167.229044224",cell
465,600,$9.03 ,1/11/2025,"-89.6468468736, 157.7006732288",wifi
466,597,$8.77 ,10/11/2024,"52.7017212928, 15.1625785344",cell
467,594,$75.10 ,10/1/2024,"75.2139401216, -24.7064900608",tv
468,591,$47.87 ,11/19/2024,"-57.2564793344, 75.6641703936",hub
469,588,$75.49 ,2/13/2024,"-82.8440687616, -37.2477785088",wifi
470,585,$63.80 ,6/10/2023,"-1.3335069696, 23.886875648",wifi
471,582,$52.73 ,3/29/2024,"-79.4729974784, 123.0983428096",tv
472,579,$20.06 ,1/11/2025,"-14.3496100864, 52.233385472",cell
473,576,$42.72 ,5/2/2025,"-38.87459584, 112.8069837824",cell
474,573,$95.01 ,8/21/2023,"-75.7647325184, 77.4272396288",
475,570,$85.34 ,12/10/2023,"-60.7259300864, 21.12559616",wifi
476,567,$20.29 ,10/4/2023,"-19.2765478912, -67.6292334592",tv
477,564,$57.82 ,6/12/2024,"-42.4157364224, 18.8533331968",hub
478,561,$99.85 ,7/27/2023,"-86.335570432, 45.5346031616",cell
479,558,$53.22 ,1/10/2024,"-28.3041941504, -138.3380878336",switch
480,555,$99.28 ,3/9/2024,"-7.4771780608, 39.7372036096",hub
481,552,$78.03 ,3/14/2025,"-3.128981504, 66.1251021824",tv
482,549,$90.88 ,5/16/2024,"-67.3150143488, -168.887778304",tv
483,546,$42.94 ,10/15/2023,"81.1236226048, -84.8815849472",
484,543,$88.70 ,8/19/2023,"61.4768401408, -55.5669251072",tv
485,540,$66.61 ,12/23/2024,"-34.5257214976, 8.5609916416",tv
486,537,$86.31 ,5/27/2025,"49.8690044928, 2.9713193984",hub
487,534,$95.22 ,4/15/2024,"-70.8120909824, 127.2984666112",
488,531,$91.40 ,10/8/2023,"-70.0829702144, 98.2753234944",tv
489,528,$77.95 ,2/16/2025,"54.0808671232, -74.9368315904",cell
490,525,$11.80 ,5/18/2025,"-1.22113536, 27.0038218752",hub
491,522,$97.51 ,4/26/2025,"61.053090304, -34.7242153984",cell
492,519,$84.39 ,2/11/2025,"8.2075215872, -48.2293069824",switch
493,516,$42.92 ,4/29/2024,"-27.2886537216, -147.3171296256",switch
494,513,$96.52 ,2/5/2025,"-31.408686592, 94.1234146304",tv
495,510,$66.36 ,1/3/2024,"88.1154675712, -13.4727878656",tv
496,507,$21.94 ,1/23/2024,"-40.7815330816, 125.617457664",wifi
497,504,$85.22 ,10/24/2023,"-9.8969665536, 32.6591884288",hub
498,501,$70.56 ,2/9/2025,"70.6895115264, 95.1678952448",cell
499,498,$10.02 ,10/26/2024,"-81.058734592, -99.2701451264",wifi
500,495,$13.93 ,1/15/2024,"4.8377115648, 168.8265730048",wifi
