transactionID,customerID,currency,Customer Contract End Date,latlng,text
376,250,$61.17 ,7/18/2024,"-31.2759699456, -7.7685036032",switch
377,248,$60.21 ,1/15/2024,"-79.6370783232, -118.7137396736",tv
378,246,$90.53 ,8/6/2024,"52.3292527616, -91.6361101312",hub
379,244,$6.69 ,4/8/2024,"-84.234473984, -126.0843343872",switch
380,242,$8.95 ,3/10/2025,"8.6001627136, -86.8631926784",hub
381,240,$94.51 ,12/17/2023,"-86.8806812672, 28.4022683648",
382,238,$9.98 ,9/17/2024,"-88.816210944, -19.8487804928",wifi
383,236,$86.15 ,4/12/2024,"-24.3266663424, -61.7674768384",tv
384,234,$48.18 ,1/28/2025,"-20.6063299584, 157.7694558208",wifi
385,232,$99.71 ,6/27/2023,"-62.2685036544, 145.2632013824",cell
386,230,$10.31 ,12/3/2024,"17.0099332096, -74.8095469568",hub
387,228,$24.45 ,6/22/2023,"-70.814657024, 75.9874922496",tv
388,226,$5.28 ,1/7/2024,"-82.3300483072, 7.3842383872",tv
389,224,$4.89 ,7/19/2024,"-20.1871434752, 90.186044416",cell
390,222,$97.37 ,6/16/2024,"34.1737049088, -154.9715832832",tv
391,220,$88.46 ,8/19/2024,"-52.0533604352, -58.6934946816",hub
392,218,$56.77 ,12/16/2023,"61.923424256, -20.5137062912",switch
393,216,$59.95 ,10/13/2024,"75.2550658048, -120.7299318784",tv
394,214,$64.83 ,8/24/2024,"53.3309635584, -55.3584884736",switch
395,212,$97.92 ,6/29/2024,"-80.3674230784, 143.93195776",wifi
396,210,$89.33 ,12/7/2023,"86.9632258048, -157.8037946368",hub
397,208,$13.99 ,3/20/2024,"-35.3708325888, 172.0006107136",hub
398,206,$4.25 ,12/17/2023,"-61.625584128, 17.7973953536",switch
399,204,$5.92 ,7/10/2023,"11.8452616192, -121.19030528",tv
400,202,$95.05 ,6/30/2024,"-12.7649796096, -52.36302336",hub
401,200,$56.08 ,7/7/2024,"-67.880333824, 31.8007775232",switch
402,198,$70.16 ,2/21/2024,"-56.256187392, 145.1851144192",switch
403,196,$15.01 ,12/1/2023,"-89.53192704, 17.4036493312",wifi
404,194,$72.95 ,10/18/2024,"68.0012817408, -151.522816512",hub
405,192,$18.48 ,2/2/2025,"-24.8044969984, -18.9382740992",wifi
406,190,$77.72 ,6/11/2024,"-51.9241956352, 175.375816704",hub
407,188,$31.96 ,7/27/2023,"15.1263364096, -64.17216256",tv
408,186,$86.70 ,1/17/2025,"87.446134272, -60.0901516288",hub
409,184,$51.46 ,1/28/2024,"-12.0128034816, -123.8420058112",wifi
410,182,$63.29 ,12/8/2024,"61.9351365632, -104.2292350976",tv
411,180,$36.79 ,1/25/2024,"-73.562629632, 132.236294144",wifi
412,178,$93.18 ,1/14/2024,"56.5869733888, 42.6753857536",hub
413,176,$24.33 ,7/11/2024,"-3.4900644864, 66.7732840448",switch
414,174,$23.01 ,12/7/2023,"74.890499584, 42.56956928",wifi
415,172,$32.31 ,10/10/2024,"-48.8503366656, 178.0919560192",tv
416,170,$82.15 ,1/29/2025,"-78.8867970048, 45.2169935872",tv
417,168,$91.49 ,10/16/2023,"-24.8374770688, 26.4062992384",hub
418,166,$20.74 ,2/26/2024,"3.354205184, -86.0548639744",cell
419,164,$63.05 ,7/3/2023,"0.590628352, 174.0029336576",tv
420,162,$47.74 ,3/1/2025,"-24.0721359872, -3.0772508672",switch
421,160,$64.31 ,3/8/2024,"29.8737045504, 77.0629282816",tv
422,158,$39.37 ,6/24/2024,"-88.5307047936, 172.0783555584",tv
423,156,$78.58 ,10/24/2024,"5.907564032, 64.5892185088",hub
424,154,$35.14 ,5/4/2025,"-82.3187073024, 21.6638012416",wifi
425,152,$73.35 ,10/3/2023,"-8.86925056, -168.8899905536",switch
426,150,$92.17 ,3/16/2025,"82.5921357824, 15.510054912",switch
427,148,$26.42 ,3/3/2025,"-86.5081183232, 5.1859351552",
428,146,$81.03 ,3/7/2024,"-55.4889239552, 37.8719826944",switch
429,144,$3.73 ,2/14/2024,"-65.6344585216, 35.3024252928",cell
430,142,$21.24 ,4/2/2024,"-30.9517713408, 44.2583943168",hub
431,140,$26.31 ,12/29/2023,"13.4224041984, -134.0155145216",switch
432,138,$55.37 ,4/4/2024,"62.4309987328, -104.2779005952",hub
433,136,$33.22 ,4/6/2024,"63.4100435968, 171.9353092096",switch
434,134,$22.75 ,3/24/2024,"20.041674752, -74.1942710272",hub
435,132,$63.69 ,1/17/2025,"-27.0186519552, 179.3851058176",switch
436,130,$28.74 ,8/9/2023,"23.4982330368, -179.6323713024",hub
437,128,$59.65 ,11/8/2024,"-6.6411743232, 174.4779342848",switch
438,126,$70.47 ,4/26/2025,"37.295799808, -17.5896594432",wifi
439,124,$10.27 ,10/10/2024,"24.0038907904, -66.4450761728",wifi
440,122,$62.52 ,1/18/2025,"34.3375166464, -173.807277568",hub
441,120,$32.54 ,6/16/2023,"-67.9913662464, 45.6912259072",hub
442,118,$48.51 ,6/4/2024,"-70.1555234816, -123.0571498496",cell
443,116,$15.55 ,10/5/2024,"-79.7973011456, 75.4265746432",wifi
444,114,$49.11 ,11/13/2023,"-34.5344074752, 142.5571396608",wifi
445,112,$58.59 ,3/20/2024,"-29.042766336, 147.6000032768",tv
446,110,$47.24 ,6/15/2023,"15.091785216, 46.3973178368",hub
447,108,$58.83 ,1/21/2024,"8.4873831424, 17.0057470976",tv
448,106,$79.81 ,5/21/2024,"-13.8356404224, -116.6250313728",tv
449,104,$49.73 ,3/1/2024,"-36.8159178752, 156.424029696",
450,102,$88.86 ,9/6/2023,"-43.2781741056, -77.5925776384",switch
451,100,$89.69 ,2/5/2025,"-32.614023168, -155.8751378432",cell
452,98,$72.64 ,6/25/2024,"-76.5882397696, -142.5456720896",hub
453,96,$82.84 ,10/10/2024,"-21.8333657088, -179.7731289088",tv
454,94,$1.95 ,11/24/2023,"-61.9969809408, 77.4610190336",switch
455,92,$18.51 ,6/9/2024,"77.55207168, 60.8741260288",cell
456,90,$55.35 ,5/24/2025,"26.6167590912, 72.6447232",
457,88,$1.09 ,3/15/2025,"-55.4718342144, -48.5834796032",cell
458,86,$17.35 ,7/21/2023,"8.67014144, 9.2260841472",hub
459,84,$68.51 ,1/22/2024,"29.8423353344, -97.5471315968",hub
460,82,$70.87 ,10/9/2024,"-30.5222990848, -5.8049403904",switch
461,80,$66.08 ,9/10/2024,"82.6058761216, -23.447232512",
462,78,$38.98 ,9/5/2023,"20.3232484352, -123.1395352576",switch
463,76,$85.13 ,7/10/2024,"30.334434816, 68.4928980992",tv
464,74,$29.72 ,7/15/2024,"9.440594432, -89.9343183872",tv
465,72,$99.55 ,9/4/2023,"-12.5517160448, -112.507080704",tv
466,70,$82.86 ,7/5/2023,"68.9119929344, -160.9458981888",tv
467,68,$89.38 ,1/7/2025,"-12.3136244736, -109.2664009728",hub
468,66,$39.18 ,9/6/2023,"-11.3008932864, -116.8202687488",wifi
469,64,$37.17 ,11/25/2024,"64.4110092288, -132.3199007744",wifi
470,62,$16.08 ,4/13/2025,"58.1859574784, -12.7917971456",cell
471,60,$27.65 ,5/26/2024,"89.2834930688, 157.4869282816",switch
472,58,$89.16 ,8/30/2024,"16.7998236672, 74.773369856",hub
473,56,$97.28 ,12/18/2024,"88.372153856, -99.481353728",wifi
474,54,$25.28 ,5/11/2025,"-47.949636096, 42.9674266624",hub
475,52,$78.50 ,2/5/2024,"75.2230305792, -68.0453581824",hub
476,50,$2.76 ,7/22/2024,"18.4857039872, 104.5650869248",hub
477,48,$2.52 ,12/28/2023,"0.1381833728, -136.5941620736",switch
478,46,$4.00 ,3/2/2025,"64.500330496, 29.1106504704",hub
479,44,$33.79 ,8/23/2024,"-73.9439889408, -47.3973429248",switch
480,42,$41.77 ,10/8/2024,"-22.3470678016, 22.5989061632",cell
481,40,$99.49 ,1/17/2025,"49.3818638336, -81.745795072",cell
482,38,$56.24 ,6/13/2024,"17.5352763392, -88.129336832",switch
483,36,$57.62 ,11/2/2023,"5.9735223296, -140.4541182976",switch
484,34,$12.83 ,4/10/2025,"3.5806432256, 77.845266432",
485,32,$69.59 ,4/4/2024,"50.3939858432, 44.6098538496",wifi
486,30,$98.79 ,2/12/2024,"80.2863192064, 141.6625872896",switch
487,28,$22.14 ,4/9/2024,"-5.8928694272, 141.35951616",wifi
488,26,$88.48 ,7/24/2023,"25.6104229888, 5.4701082624",switch
489,24,$55.48 ,8/23/2024,"-30.5426692096, -177.4845669376",wifi
490,22,$36.94 ,11/9/2024,"67.0905563136, 99.6549695488",tv
491,20,$66.13 ,10/8/2023,"1.6071283712, 160.6240531456",tv
492,18,$69.39 ,8/16/2023,"7.5073738752, -47.7361900544",tv
493,16,$49.17 ,2/28/2024,"-84.001210368, 89.2131434496",wifi
494,14,$83.09 ,12/7/2024,"69.103689216, 113.4843300864",wifi
495,12,$61.06 ,9/27/2023,"-9.6150916096, -58.97452544",wifi
496,10,$27.45 ,8/27/2024,"14.6198777856, -60.1296074752",tv
497,8,$31.08 ,2/15/2024,"-59.7467011072, 116.7758993408",switch
498,6,$67.36 ,5/11/2024,"15.2580877312, 2.0334483456",cell
499,4,$78.84 ,4/29/2025,"-34.679088128, 21.6074145792",wifi
500,2,$88.07 ,12/10/2023,"29.0751545344, 64.0824599552",switch
